# Gene Family	SampleBacterial_Chemotaxis_Abundance-CPM
UniRef50_UPI0003088A43: hypothetical protein	63.5692
UniRef50_UPI0003088A43: hypothetical protein|unclassified	63.5692
UniRef50_UPI0003C7B8EA: hypothetical protein, partial	63.5688
UniRef50_UPI0003C7B8EA: hypothetical protein, partial|unclassified	63.5688
UniRef50_UPI0003819354: hypothetical protein	63.3616
UniRef50_UPI0003819354: hypothetical protein|unclassified	63.3616
UniRef50_UPI0002880AAD: methyl-accepting chemotaxis protein	63.2019
UniRef50_UPI0002880AAD: methyl-accepting chemotaxis protein|unclassified	63.2019
UniRef50_A5FXE6: Monosaccharide ABC transporter substrate-binding protein, CUT2 family	63.1391
UniRef50_A5FXE6: Monosaccharide ABC transporter substrate-binding protein, CUT2 family|unclassified	63.1391
UniRef50_Q89CC9: ABC transporter substrate-binding protein	63.1259
UniRef50_Q89CC9: ABC transporter substrate-binding protein|unclassified	63.1259
UniRef50_UPI00042899A1: hypothetical protein	62.7935
UniRef50_UPI00042899A1: hypothetical protein|unclassified	62.7935
UniRef50_UPI00037FB94F: hypothetical protein	62.7203
UniRef50_UPI00037FB94F: hypothetical protein|unclassified	62.7203
UniRef50_UPI00046650BD: hypothetical protein	62.6555
UniRef50_UPI00046650BD: hypothetical protein|unclassified	62.6555
UniRef50_UPI0004785BDE: hypothetical protein	62.6124
UniRef50_UPI0004785BDE: hypothetical protein|unclassified	62.6124
UniRef50_UPI000366E9C9: hypothetical protein	62.479
UniRef50_UPI000366E9C9: hypothetical protein|unclassified	62.479
UniRef50_UPI00036ACB6C: hypothetical protein	62.4741
UniRef50_UPI00036ACB6C: hypothetical protein|unclassified	62.4741
UniRef50_UPI00047523FB: hypothetical protein, partial	62.3474
UniRef50_UPI00047523FB: hypothetical protein, partial|unclassified	62.3474
UniRef50_UPI0003625E8D: hypothetical protein	62.3331
UniRef50_UPI0003625E8D: hypothetical protein|unclassified	62.3331
UniRef50_UPI0003731438: hypothetical protein	62.1985
UniRef50_UPI0003731438: hypothetical protein|unclassified	62.1985
UniRef50_UPI000463657F: chemotaxis protein	62.1557
UniRef50_UPI000463657F: chemotaxis protein|unclassified	62.1557
UniRef50_UPI00036579C8: hypothetical protein	62.1124
UniRef50_UPI00036579C8: hypothetical protein|unclassified	62.1124
UniRef50_UPI0003693208: hypothetical protein	61.9778
UniRef50_UPI0003693208: hypothetical protein|unclassified	61.9778
UniRef50_H0PVS2	61.9539
UniRef50_H0PVS2|unclassified	61.9539
UniRef50_A4WTH0: Probable chemoreceptor glutamine deamidase CheD	61.8422
UniRef50_A4WTH0: Probable chemoreceptor glutamine deamidase CheD|unclassified	61.8422
UniRef50_R5PE92: Chemotaxis protein CheX	61.3532
UniRef50_R5PE92: Chemotaxis protein CheX|unclassified	61.3532
UniRef50_UPI000237675F: methyl-accepting chemotaxis protein	61.3196
UniRef50_UPI000237675F: methyl-accepting chemotaxis protein|unclassified	61.3196
UniRef50_UPI0001BF5FD4: hypothetical protein SMAC_10301	61.3159
UniRef50_UPI0001BF5FD4: hypothetical protein SMAC_10301|unclassified	61.3159
UniRef50_B1LWB3: Putative GAF sensor protein	61.2521
UniRef50_B1LWB3: Putative GAF sensor protein|unclassified	61.2521
UniRef50_UPI0003463023: hypothetical protein	61.1384
UniRef50_UPI0003463023: hypothetical protein|unclassified	61.1384
UniRef50_UPI00037A3165: hypothetical protein	60.9396
UniRef50_UPI00037A3165: hypothetical protein|unclassified	60.9396
UniRef50_V6IYX1: Sugar ABC transporter substrate-binding protein	60.5099
UniRef50_V6IYX1: Sugar ABC transporter substrate-binding protein|unclassified	60.5099
UniRef50_Q8PX96: Chemotaxis response regulator protein-glutamate methylesterase of group 2 operon	60.2617
UniRef50_Q8PX96: Chemotaxis response regulator protein-glutamate methylesterase of group 2 operon|unclassified	60.2617
UniRef50_F6FQM1: Monosaccharide-binding protein	60.0829
UniRef50_F6FQM1: Monosaccharide-binding protein|unclassified	60.0829
UniRef50_UPI0003828A79: hypothetical protein	60.0826
UniRef50_UPI0003828A79: hypothetical protein|unclassified	60.0826
UniRef50_S6UHU7: Response regulator	60.0358
UniRef50_S6UHU7: Response regulator|unclassified	60.0358
UniRef50_S7X2H7: Putative sugar uptake ABC transporter periplasmic solute-binding protein	59.9918
UniRef50_S7X2H7: Putative sugar uptake ABC transporter periplasmic solute-binding protein|unclassified	59.9918
UniRef50_UPI0001BF7A94: hypothetical protein SMAC_10857	59.6339
UniRef50_UPI0001BF7A94: hypothetical protein SMAC_10857|unclassified	59.6339
UniRef50_UPI00035E53DF: hypothetical protein	59.6081
UniRef50_UPI00035E53DF: hypothetical protein|unclassified	59.6081
UniRef50_UPI000466E115: histidine kinase, partial	59.5112
UniRef50_UPI000466E115: histidine kinase, partial|unclassified	59.5112
UniRef50_Q01VJ5: Probable chemoreceptor glutamine deamidase CheD	59.3002
UniRef50_Q01VJ5: Probable chemoreceptor glutamine deamidase CheD|unclassified	59.3002
UniRef50_UPI0003067441: hypothetical protein	59.2344
UniRef50_UPI0003067441: hypothetical protein|unclassified	59.2344
UniRef50_UPI00016A6B8A: putative methyltransferase protein, partial	58.9597
UniRef50_UPI00016A6B8A: putative methyltransferase protein, partial|unclassified	58.9597
UniRef50_U5MVX6: D-galactose-binding periplasmic protein MglB	58.8912
UniRef50_U5MVX6: D-galactose-binding periplasmic protein MglB|unclassified	58.8912
UniRef50_W7WVC8	58.8154
UniRef50_W7WVC8|unclassified	58.8154
UniRef50_UPI0003828A1A: hypothetical protein	58.7614
UniRef50_UPI0003828A1A: hypothetical protein|unclassified	58.7614
UniRef50_UPI000255CB87: methyl-accepting chemotaxis protein	58.714
UniRef50_UPI000255CB87: methyl-accepting chemotaxis protein|unclassified	58.714
UniRef50_UPI00036B8D46: hypothetical protein, partial	58.6839
UniRef50_UPI00036B8D46: hypothetical protein, partial|unclassified	58.6839
UniRef50_UPI00047E94B2: sugar ABC transporter substrate-binding protein	58.6452
UniRef50_UPI00047E94B2: sugar ABC transporter substrate-binding protein|unclassified	58.6452
UniRef50_UPI00041B1080: hypothetical protein	58.6433
UniRef50_UPI00041B1080: hypothetical protein|unclassified	58.6433
UniRef50_UPI000412F4E6: chemotaxis protein CheW	58.5785
UniRef50_UPI000412F4E6: chemotaxis protein CheW|unclassified	58.5785
UniRef50_UPI0004665156: hypothetical protein	58.4735
UniRef50_UPI0004665156: hypothetical protein|unclassified	58.4735
UniRef50_K0VRC0: HTH-type transcriptional repressor purR Purine nucleotide synthesis repressor (Fragment)	58.4007
UniRef50_K0VRC0: HTH-type transcriptional repressor purR Purine nucleotide synthesis repressor (Fragment)|unclassified	58.4007
UniRef50_R9M3H6	58.2833
UniRef50_R9M3H6|unclassified	58.2833
UniRef50_H1HTQ9	58.2815
UniRef50_H1HTQ9|unclassified	58.2815
UniRef50_UPI00036729BE: hypothetical protein, partial	58.2016
UniRef50_UPI00036729BE: hypothetical protein, partial|unclassified	58.2016
UniRef50_UPI0002375A90: CheA signal transduction histidine kinase	58.0838
UniRef50_UPI0002375A90: CheA signal transduction histidine kinase|unclassified	58.0838
UniRef50_A1S139	57.9785
UniRef50_A1S139|unclassified	57.9785
UniRef50_UPI0003628A18: sensor histidine kinase	57.969
UniRef50_UPI0003628A18: sensor histidine kinase|unclassified	57.969
UniRef50_UPI00024844EC: chemotaxis response regulator	57.7888
UniRef50_UPI00024844EC: chemotaxis response regulator|unclassified	57.7888
UniRef50_UPI000364F00C: hypothetical protein	57.4994
UniRef50_UPI000364F00C: hypothetical protein|unclassified	57.4994
UniRef50_U5MV21: D-galactose-binding periplasmic protein MglB	57.4683
UniRef50_U5MV21: D-galactose-binding periplasmic protein MglB|unclassified	57.4683
UniRef50_UPI00029B472E: protein CheD	57.4448
UniRef50_UPI00029B472E: protein CheD|unclassified	57.4448
UniRef50_D0JX59: Sugar binding protein	57.43
UniRef50_D0JX59: Sugar binding protein|unclassified	57.43
UniRef50_E8RH13: CheC domain protein	57.2135
UniRef50_E8RH13: CheC domain protein|unclassified	57.2135
UniRef50_UPI000311F4D7: hypothetical protein	57.1595
UniRef50_UPI000311F4D7: hypothetical protein|unclassified	57.1595
UniRef50_UPI0002DE1634: hypothetical protein	57.1285
UniRef50_UPI0002DE1634: hypothetical protein|unclassified	57.1285
UniRef50_UPI0003784286: hypothetical protein, partial	57.0505
UniRef50_UPI0003784286: hypothetical protein, partial|unclassified	57.0505
UniRef50_UPI0003818071: hypothetical protein	56.4473
UniRef50_UPI0003818071: hypothetical protein|unclassified	56.4473
UniRef50_UPI0003B68A49: histidine kinase	56.4441
UniRef50_UPI0003B68A49: histidine kinase|unclassified	56.4441
UniRef50_UPI000363F8D2: hypothetical protein	56.3145
UniRef50_UPI000363F8D2: hypothetical protein|unclassified	56.3145
UniRef50_UPI0004651677: hypothetical protein	56.2024
UniRef50_UPI0004651677: hypothetical protein|unclassified	56.2024
UniRef50_UPI0003B46C3D: hypothetical protein	56.163
UniRef50_UPI0003B46C3D: hypothetical protein|unclassified	56.163
UniRef50_UPI0003B55DFF: methyl-accepting chemotaxis protein	56.0964
UniRef50_UPI0003B55DFF: methyl-accepting chemotaxis protein|unclassified	56.0964
UniRef50_C0D489	56.017
UniRef50_C0D489|unclassified	56.017
UniRef50_UPI00046FB54B: histidine kinase	55.9743
UniRef50_UPI00046FB54B: histidine kinase|unclassified	55.9743
UniRef50_UPI0003770364: hypothetical protein	55.9333
UniRef50_UPI0003770364: hypothetical protein|unclassified	55.9333
UniRef50_B9T9Y1	55.9158
UniRef50_B9T9Y1|unclassified	55.9158
UniRef50_UPI0004785A8D: ribose ABC transporter substrate-binding protein	55.8547
UniRef50_UPI0004785A8D: ribose ABC transporter substrate-binding protein|unclassified	55.8547
UniRef50_G1XXW3	55.8277
UniRef50_G1XXW3|unclassified	55.8277
UniRef50_UPI00029B4809: CheR-type MCP methyltransferase	55.8003
UniRef50_UPI00029B4809: CheR-type MCP methyltransferase|unclassified	55.8003
UniRef50_UPI00037EC08E: MULTISPECIES: hypothetical protein	55.7179
UniRef50_UPI00037EC08E: MULTISPECIES: hypothetical protein|unclassified	55.7179
UniRef50_K2G3T6	55.687
UniRef50_K2G3T6|unclassified	55.687
UniRef50_V8G4T0: Sugar ABC transporter substrate-binding protein	55.5795
UniRef50_V8G4T0: Sugar ABC transporter substrate-binding protein|unclassified	55.5795
UniRef50_W6EGI1: Methyl-accepting chemotaxis sensory transducer	55.1986
UniRef50_W6EGI1: Methyl-accepting chemotaxis sensory transducer|unclassified	55.1986
UniRef50_UPI00047D3AB1: hypothetical protein	55.1693
UniRef50_UPI00047D3AB1: hypothetical protein|unclassified	55.1693
UniRef50_UPI0003705840: hypothetical protein	55.0109
UniRef50_UPI0003705840: hypothetical protein|unclassified	55.0109
UniRef50_UPI000479BA19: hypothetical protein	54.957
UniRef50_UPI000479BA19: hypothetical protein|unclassified	54.957
UniRef50_UPI00046F7E32: hypothetical protein	54.8705
UniRef50_UPI00046F7E32: hypothetical protein|unclassified	54.8705
UniRef50_UPI00016C455D: CheA signal transduction histidine kinase	54.7607
UniRef50_UPI00016C455D: CheA signal transduction histidine kinase|unclassified	54.7607
UniRef50_V4YJN6: D-allose-binding periplasmic protein	54.6073
UniRef50_V4YJN6: D-allose-binding periplasmic protein|unclassified	54.6073
UniRef50_UPI000367BEB2: sensor histidine kinase	54.5306
UniRef50_UPI000367BEB2: sensor histidine kinase|unclassified	54.5306
UniRef50_UPI0004637DC2: hypothetical protein	54.4158
UniRef50_UPI0004637DC2: hypothetical protein|unclassified	54.4158
UniRef50_UPI000473833C: hypothetical protein	54.4009
UniRef50_UPI000473833C: hypothetical protein|unclassified	54.4009
UniRef50_Q39QQ2: Probable chemoreceptor glutamine deamidase CheD 2	54.3356
UniRef50_Q39QQ2: Probable chemoreceptor glutamine deamidase CheD 2|unclassified	54.3356
UniRef50_K6TTW1	54.2904
UniRef50_K6TTW1|unclassified	54.2904
UniRef50_UPI00037C9AFC: hypothetical protein	54.2748
UniRef50_UPI00037C9AFC: hypothetical protein|unclassified	54.2748
UniRef50_UPI0003FE3085: chemotaxis protein CheA	54.2324
UniRef50_UPI0003FE3085: chemotaxis protein CheA|unclassified	54.2324
UniRef50_UPI00016C0EF3: chemotaxis protein	54.2238
UniRef50_UPI00016C0EF3: chemotaxis protein|unclassified	54.2238
UniRef50_UPI0002896123: flagellar motor switch protein FliN	54.2089
UniRef50_UPI0002896123: flagellar motor switch protein FliN|unclassified	54.2089
UniRef50_UPI00040FD7AE: hypothetical protein	54.1154
UniRef50_UPI00040FD7AE: hypothetical protein|unclassified	54.1154
UniRef50_V2XLW0: CheC-like family protein	53.9164
UniRef50_V2XLW0: CheC-like family protein|unclassified	53.9164
UniRef50_UPI00047D7CF8: hypothetical protein	53.7007
UniRef50_UPI00047D7CF8: hypothetical protein|unclassified	53.7007
UniRef50_A0A011NCI0	53.492
UniRef50_A0A011NCI0|unclassified	53.492
UniRef50_UPI000365F435: hypothetical protein, partial	53.3573
UniRef50_UPI000365F435: hypothetical protein, partial|unclassified	53.3573
UniRef50_UPI00035D4CB3: hypothetical protein	53.3482
UniRef50_UPI00035D4CB3: hypothetical protein|unclassified	53.3482
UniRef50_UPI00037EEC73: hypothetical protein	53.3034
UniRef50_UPI00037EEC73: hypothetical protein|unclassified	53.3034
UniRef50_UPI00037F633B: hypothetical protein	53.2387
UniRef50_UPI00037F633B: hypothetical protein|unclassified	53.2387
UniRef50_UPI000471CE5D: chemotaxis protein, partial	53.2198
UniRef50_UPI000471CE5D: chemotaxis protein, partial|unclassified	53.2198
UniRef50_UPI00024840D6: two-component hybrid sensor and regulator histidine kinase	53.1663
UniRef50_UPI00024840D6: two-component hybrid sensor and regulator histidine kinase|unclassified	53.1663
UniRef50_UPI00046F97B3: chemotaxis protein CheD	52.9816
UniRef50_UPI00046F97B3: chemotaxis protein CheD|unclassified	52.9816
UniRef50_UPI0002483A85: histidine kinase	52.9357
UniRef50_UPI0002483A85: histidine kinase|unclassified	52.9357
UniRef50_UPI000374CAB3: hypothetical protein	52.8082
UniRef50_UPI000374CAB3: hypothetical protein|unclassified	52.8082
UniRef50_UPI0002DA0766: hypothetical protein	52.7977
UniRef50_UPI0002DA0766: hypothetical protein|unclassified	52.7977
UniRef50_UPI0003F5BCFC: hypothetical protein	52.6428
UniRef50_UPI0003F5BCFC: hypothetical protein|unclassified	52.6428
UniRef50_U2DBY9: Putative chemotaxis protein CheX	52.446
UniRef50_U2DBY9: Putative chemotaxis protein CheX|unclassified	52.446
UniRef50_UPI00031C136E: hypothetical protein	52.4165
UniRef50_UPI00031C136E: hypothetical protein|unclassified	52.4165
UniRef50_R7PH64	52.3825
UniRef50_R7PH64|unclassified	52.3825
UniRef50_A0A015MRB8: Rhizopine-binding protein	52.3744
UniRef50_A0A015MRB8: Rhizopine-binding protein|unclassified	52.3744
UniRef50_F3DMK4: Methyl-accepting chemotaxis protein (Fragment)	52.3651
UniRef50_F3DMK4: Methyl-accepting chemotaxis protein (Fragment)|unclassified	52.3651
UniRef50_UPI00047D7B0E: hypothetical protein, partial	52.3596
UniRef50_UPI00047D7B0E: hypothetical protein, partial|unclassified	52.3596
UniRef50_A9MCE0: Rhizopine-binding protein	52.1897
UniRef50_A9MCE0: Rhizopine-binding protein|unclassified	52.1897
UniRef50_R6G7T3: Sugar-binding domain protein	52.1217
UniRef50_R6G7T3: Sugar-binding domain protein|unclassified	52.1217
UniRef50_Q67P69: Probable chemoreceptor glutamine deamidase CheD	52.0831
UniRef50_Q67P69: Probable chemoreceptor glutamine deamidase CheD|unclassified	52.0831
UniRef50_UPI0001CC435B: chemotaxis protein methyltransferase WspC, partial	51.9535
UniRef50_UPI0001CC435B: chemotaxis protein methyltransferase WspC, partial|unclassified	51.9535
UniRef50_UPI0004796B79: hypothetical protein, partial	51.9039
UniRef50_UPI0004796B79: hypothetical protein, partial|unclassified	51.9039
UniRef50_G2DX75: Chemotaxis sensory transducer	51.7806
UniRef50_G2DX75: Chemotaxis sensory transducer|unclassified	51.7806
UniRef50_UPI00018507BA: methyl-accepting chemotaxis protein	51.7722
UniRef50_UPI00018507BA: methyl-accepting chemotaxis protein|unclassified	51.7722
UniRef50_UPI0003B3075A: chemotaxis protein	51.7486
UniRef50_UPI0003B3075A: chemotaxis protein|unclassified	51.7486
UniRef50_UPI000363582B: hypothetical protein, partial	51.5469
UniRef50_UPI000363582B: hypothetical protein, partial|unclassified	51.5469
UniRef50_UPI0004668C37: hypothetical protein	51.5006
UniRef50_UPI0004668C37: hypothetical protein|unclassified	51.5006
UniRef50_F3GLY7: Periplasmic binding protein/LacI transcriptional regulator (Fragment)	51.4661
UniRef50_F3GLY7: Periplasmic binding protein/LacI transcriptional regulator (Fragment)|unclassified	51.4661
UniRef50_UPI00035E636C: hypothetical protein, partial	51.4361
UniRef50_UPI00035E636C: hypothetical protein, partial|unclassified	51.4361
UniRef50_Q39Z94: Protein phosphoaspartate phosphatase CheX associated with MCPs of class 40H	51.4327
UniRef50_Q39Z94: Protein phosphoaspartate phosphatase CheX associated with MCPs of class 40H|unclassified	51.4327
UniRef50_UPI0002F35820: hypothetical protein	51.4191
UniRef50_UPI0002F35820: hypothetical protein|unclassified	51.4191
UniRef50_UPI0002558134: chemotaxis CheB/CheR fusion protein, partial	51.3582
UniRef50_UPI0002558134: chemotaxis CheB/CheR fusion protein, partial|unclassified	51.3582
UniRef50_E8CUL3	51.3568
UniRef50_E8CUL3|unclassified	51.3568
UniRef50_UPI000372D4BD: hypothetical protein	51.3541
UniRef50_UPI000372D4BD: hypothetical protein|unclassified	51.3541
UniRef50_UPI000372BAF8: hypothetical protein	51.0916
UniRef50_UPI000372BAF8: hypothetical protein|unclassified	51.0916
UniRef50_B2J4Q8: Chemotaxis response regulator protein-glutamate methylesterase	51.0307
UniRef50_B2J4Q8: Chemotaxis response regulator protein-glutamate methylesterase|unclassified	51.0307
UniRef50_UPI00036B0080: hypothetical protein	50.8928
UniRef50_UPI00036B0080: hypothetical protein|unclassified	50.8928
UniRef50_UPI0000227051: hypothetical protein	50.76
UniRef50_UPI0000227051: hypothetical protein|unclassified	50.76
UniRef50_UPI00035F34C1: hypothetical protein	50.7302
UniRef50_UPI00035F34C1: hypothetical protein|unclassified	50.7302
UniRef50_UPI0003090BBE: chemotaxis protein CheY	50.6454
UniRef50_UPI0003090BBE: chemotaxis protein CheY|unclassified	50.6454
UniRef50_F4A1A9: CheC domain protein	50.4891
UniRef50_F4A1A9: CheC domain protein|unclassified	50.4891
UniRef50_UPI00045EADFE: hypothetical protein	50.0157
UniRef50_UPI00045EADFE: hypothetical protein|unclassified	50.0157
UniRef50_UPI00034C71BE: hypothetical protein	49.9598
UniRef50_UPI00034C71BE: hypothetical protein|unclassified	49.9598
UniRef50_UPI00025588EE: signal transduction histidine kinase with CheB and CheR activity, partial	49.901
UniRef50_UPI00025588EE: signal transduction histidine kinase with CheB and CheR activity, partial|unclassified	49.901
UniRef50_R5J623	49.8945
UniRef50_R5J623|unclassified	49.8945
UniRef50_UPI0002E94455: hypothetical protein	49.8654
UniRef50_UPI0002E94455: hypothetical protein|unclassified	49.8654
UniRef50_R4LQ93: ABC transporter	49.8527
