# Gene Family	SampleArginine_Biosynthesis_extended_Abundance-CPM
UniRef50_UPI0003B5F916: ABC transporter ATP-binding protein	6.60302
UniRef50_UPI0003B5F916: ABC transporter ATP-binding protein|unclassified	6.60302
UniRef50_D8FYU0	6.58525
UniRef50_D8FYU0|unclassified	6.58525
UniRef50_UPI00036C20F6: hypothetical protein	6.54717
UniRef50_UPI00036C20F6: hypothetical protein|unclassified	6.54717
UniRef50_UPI00047A25CA: aminotransferase class III	6.51669
UniRef50_UPI00047A25CA: aminotransferase class III|unclassified	6.51669
UniRef50_X1ILE8: Marine sediment metagenome DNA, contig: S03H2_S11955 (Fragment)	6.49245
UniRef50_X1ILE8: Marine sediment metagenome DNA, contig: S03H2_S11955 (Fragment)|unclassified	6.49245
UniRef50_UPI000476B33C: hypothetical protein	6.37016
UniRef50_UPI000476B33C: hypothetical protein|unclassified	6.37016
UniRef50_T1CMM4: N-acetyl-gamma-glutamyl-phosphate reductase (Fragment)	6.26541
UniRef50_T1CMM4: N-acetyl-gamma-glutamyl-phosphate reductase (Fragment)|unclassified	6.26541
UniRef50_UPI00037D1AF1: hypothetical protein	6.0948
UniRef50_UPI00037D1AF1: hypothetical protein|unclassified	6.0948
UniRef50_X3NLM4	6.06164
UniRef50_X3NLM4|unclassified	6.06164
UniRef50_G5J7Q2	5.66938
UniRef50_G5J7Q2|unclassified	5.66938
UniRef50_I4C831	5.49359
UniRef50_I4C831|unclassified	5.49359
UniRef50_UPI00047134D3: hypothetical protein	5.48958
UniRef50_UPI00047134D3: hypothetical protein|unclassified	5.48958
UniRef50_UPI0003B5BB34: Neutral zinc metallopeptidase	5.28428
UniRef50_UPI0003B5BB34: Neutral zinc metallopeptidase|unclassified	5.28428
UniRef50_I4GEE5	5.27476
UniRef50_I4GEE5|unclassified	5.27476
UniRef50_UPI0002F6035C: hypothetical protein	5.18072
UniRef50_UPI0002F6035C: hypothetical protein|unclassified	5.18072
UniRef50_E0UDG8	5.05569
UniRef50_E0UDG8|unclassified	5.05569
UniRef50_UPI000225BAFB: hypothetical protein	5.0099
UniRef50_UPI000225BAFB: hypothetical protein|unclassified	5.0099
UniRef50_X0YJ05: Marine sediment metagenome DNA, contig: S01H4_L00236 (Fragment)	4.41135
UniRef50_X0YJ05: Marine sediment metagenome DNA, contig: S01H4_L00236 (Fragment)|unclassified	4.41135
UniRef50_UPI0003B37C0E: hypothetical protein, partial	4.2834
UniRef50_UPI0003B37C0E: hypothetical protein, partial|unclassified	4.2834
UniRef50_UPI00037416C8: hypothetical protein	4.2162
UniRef50_UPI00037416C8: hypothetical protein|unclassified	4.2162
UniRef50_UPI0003B43138: acetyltransferase, partial	4.11979
UniRef50_UPI0003B43138: acetyltransferase, partial|unclassified	4.11979
UniRef50_UPI000469E7DB: hypothetical protein, partial	3.88439
UniRef50_UPI000469E7DB: hypothetical protein, partial|unclassified	3.88439
UniRef50_UPI0004685C9D: hypothetical protein, partial	3.72185
UniRef50_UPI0004685C9D: hypothetical protein, partial|unclassified	3.72185
UniRef50_E0U8B5: TPR repeat-containing protein	3.63704
UniRef50_E0U8B5: TPR repeat-containing protein|unclassified	3.63704
UniRef50_UPI00046D28BD: hypothetical protein	3.53504
UniRef50_UPI00046D28BD: hypothetical protein|unclassified	3.53504
UniRef50_X4QYL0	2.95919
UniRef50_X4QYL0|unclassified	2.95919
UniRef50_C7QS22: Tetratricopeptide domain protein	2.90261
UniRef50_C7QS22: Tetratricopeptide domain protein|unclassified	2.90261
UniRef50_I4GZN7	2.80146
UniRef50_I4GZN7|unclassified	2.80146
UniRef50_UPI0004685F44: hypothetical protein, partial	2.53199
UniRef50_UPI0004685F44: hypothetical protein, partial|unclassified	2.53199
UniRef50_UPI00029A0DF6: pyridoxalphosphate dependent aminotransferase, class III, partial	2.42394
UniRef50_UPI00029A0DF6: pyridoxalphosphate dependent aminotransferase, class III, partial|unclassified	2.42394
UniRef50_T2J2E2	1.86368
UniRef50_T2J2E2|unclassified	1.86368
UniRef50_A0A031H4J7	1.76426
UniRef50_A0A031H4J7|unclassified	1.76426
UniRef50_H5SR87: Hypothetical conserved protein	1.5453
UniRef50_H5SR87: Hypothetical conserved protein|unclassified	1.5453
UniRef50_UPI000469EF1C: hypothetical protein, partial	1.54289
UniRef50_UPI000469EF1C: hypothetical protein, partial|unclassified	1.54289
UniRef50_K9TSD8: Sel1 repeat protein	1.53857
UniRef50_K9TSD8: Sel1 repeat protein|unclassified	1.53857
UniRef50_A4QBZ7	1.44547
UniRef50_A4QBZ7|unclassified	1.44547
UniRef50_Q4C9R6	1.43944
UniRef50_Q4C9R6|unclassified	1.43944
UniRef50_UPI00016B1020: putative aminotransferase, partial	1.33182
UniRef50_UPI00016B1020: putative aminotransferase, partial|unclassified	1.33182
UniRef50_UPI0003EBC3C3: PREDICTED: ornithine carbamoyltransferase, mitochondrial-like	1.26525
UniRef50_UPI0003EBC3C3: PREDICTED: ornithine carbamoyltransferase, mitochondrial-like|unclassified	1.26525
UniRef50_K9TSC7	1.25177
UniRef50_K9TSC7|unclassified	1.25177
UniRef50_UPI000378440B: hypothetical protein	1.06968
UniRef50_UPI000378440B: hypothetical protein|unclassified	1.06968
UniRef50_UPI00046B3ED1: PREDICTED: ornithine carbamoyltransferase, mitochondrial-like, partial	1.05752
UniRef50_UPI00046B3ED1: PREDICTED: ornithine carbamoyltransferase, mitochondrial-like, partial|unclassified	1.05752
UniRef50_B4VK24: Tetratricopeptide repeat domain protein	0.452714
UniRef50_B4VK24: Tetratricopeptide repeat domain protein|unclassified	0.452714
UniRef50_F4Y0F9	0.308729
UniRef50_F4Y0F9|unclassified	0.308729
UniRef50_Q110X6: TPR repeat	0.21915
UniRef50_Q110X6: TPR repeat|unclassified	0.21915
UniRef50_F4XSQ4	0.218811
UniRef50_F4XSQ4|unclassified	0.218811
