# Gene Family	SampleCobalt-zinc-cadmium_resistance_Abundance-RPKs
UniRef50_UPI0004695482: hypothetical protein	11.0333573354
UniRef50_UPI0004695482: hypothetical protein|unclassified	11.0333573354
UniRef50_UPI00047AF062: hypothetical protein	11.0197038323
UniRef50_UPI00047AF062: hypothetical protein|unclassified	11.0197038323
UniRef50_UPI00037A14FB: hypothetical protein	11.0190386832
UniRef50_UPI00037A14FB: hypothetical protein|unclassified	11.0190386832
UniRef50_UPI000373E4D6: hypothetical protein	11.0177685739
UniRef50_UPI000373E4D6: hypothetical protein|unclassified	11.0177685739
UniRef50_UPI00045E5BA5: membrane protein	11.0084117630
UniRef50_UPI00045E5BA5: membrane protein|unclassified	11.0084117630
UniRef50_B1Y5U8: HlyD family secretion protein	10.9858875881
UniRef50_B1Y5U8: HlyD family secretion protein|unclassified	10.9858875881
UniRef50_UPI000420064C: hypothetical protein	10.9814550092
UniRef50_UPI000420064C: hypothetical protein|unclassified	10.9814550092
UniRef50_H0SA98	10.9804961931
UniRef50_H0SA98|unclassified	10.9804961931
UniRef50_F3FNB8: Secretion protein HlyD (Fragment)	10.9567583837
UniRef50_F3FNB8: Secretion protein HlyD (Fragment)|unclassified	10.9567583837
UniRef50_X1QGJ7: Marine sediment metagenome DNA, contig: S06H3_S19264 (Fragment)	10.9542126640
UniRef50_X1QGJ7: Marine sediment metagenome DNA, contig: S06H3_S19264 (Fragment)|unclassified	10.9542126640
UniRef50_UPI0002375A50: NodT family RND efflux system outer membrane lipoprotein, partial	10.9541604137
UniRef50_UPI0002375A50: NodT family RND efflux system outer membrane lipoprotein, partial|unclassified	10.9541604137
UniRef50_UPI0003684400: hypothetical protein	10.9471848223
UniRef50_UPI0003684400: hypothetical protein|unclassified	10.9471848223
UniRef50_UPI00036E7F38: hypothetical protein	10.9294372466
UniRef50_UPI00036E7F38: hypothetical protein|unclassified	10.9294372466
UniRef50_Z5X2C7	10.9288647307
UniRef50_Z5X2C7|unclassified	10.9288647307
UniRef50_UPI0004636656: hypothetical protein	10.9265002527
UniRef50_UPI0004636656: hypothetical protein|unclassified	10.9265002527
UniRef50_UPI000363CFC1: hypothetical protein	10.9170358799
UniRef50_UPI000363CFC1: hypothetical protein|unclassified	10.9170358799
UniRef50_UPI000364E990: hypothetical protein	10.9116748100
UniRef50_UPI000364E990: hypothetical protein|unclassified	10.9116748100
UniRef50_UPI00046F8A32: membrane protein	10.9050028797
UniRef50_UPI00046F8A32: membrane protein|unclassified	10.9050028797
UniRef50_UPI00036670F9: RND transporter	10.8896090914
UniRef50_UPI00036670F9: RND transporter|unclassified	10.8896090914
UniRef50_W0DNN5: Metallo-beta-lactamase	10.8760824966
UniRef50_W0DNN5: Metallo-beta-lactamase|unclassified	10.8760824966
UniRef50_UPI0000164CF1: response regulator	10.8754876633
UniRef50_UPI0000164CF1: response regulator|unclassified	10.8754876633
UniRef50_K0PF51: FAD-dependent pyridine nucleotide-disulfide oxidoreductase	10.8422548700
UniRef50_K0PF51: FAD-dependent pyridine nucleotide-disulfide oxidoreductase|unclassified	10.8422548700
UniRef50_UPI00038F44C8: Putative membrane protein	10.8198494917
UniRef50_UPI00038F44C8: Putative membrane protein|unclassified	10.8198494917
UniRef50_A3HS33	10.8184658399
UniRef50_A3HS33|unclassified	10.8184658399
UniRef50_UPI00037A4D1E: hypothetical protein	10.8166582246
UniRef50_UPI00037A4D1E: hypothetical protein|unclassified	10.8166582246
UniRef50_UPI00036EA889: hypothetical protein	10.7831640541
UniRef50_UPI00036EA889: hypothetical protein|unclassified	10.7831640541
UniRef50_UPI00046969A1: MerR family transcriptional regulator	10.7768449331
UniRef50_UPI00046969A1: MerR family transcriptional regulator|unclassified	10.7768449331
UniRef50_U5Q5Q2: Co/Zn/Cd Cation Transporter-Like Protein	10.7634478470
UniRef50_U5Q5Q2: Co/Zn/Cd Cation Transporter-Like Protein|unclassified	10.7634478470
UniRef50_UPI00047CC083: hypothetical protein	10.7436694117
UniRef50_UPI00047CC083: hypothetical protein|unclassified	10.7436694117
UniRef50_Q093I3	10.7404242122
UniRef50_Q093I3|unclassified	10.7404242122
UniRef50_UPI000475A00F: hypothetical protein	10.7348314379
UniRef50_UPI000475A00F: hypothetical protein|unclassified	10.7348314379
UniRef50_UPI000319096E: hypothetical protein	10.7245543416
UniRef50_UPI000319096E: hypothetical protein|unclassified	10.7245543416
UniRef50_O31688: Zinc-transporting ATPase	10.7176331971
UniRef50_O31688: Zinc-transporting ATPase|unclassified	10.7176331971
UniRef50_F2NC59: Efflux transporter, RND family, MFP subunit	10.7087877983
UniRef50_F2NC59: Efflux transporter, RND family, MFP subunit|unclassified	10.7087877983
UniRef50_UPI000371BF12: hypothetical protein	10.7056825167
UniRef50_UPI000371BF12: hypothetical protein|unclassified	10.7056825167
UniRef50_K1UL57	10.7000829686
UniRef50_K1UL57|unclassified	10.7000829686
UniRef50_UPI00046817A1: hypothetical protein	10.6960203881
UniRef50_UPI00046817A1: hypothetical protein|unclassified	10.6960203881
UniRef50_UPI00047AF48F: hypothetical protein	10.6937211790
UniRef50_UPI00047AF48F: hypothetical protein|unclassified	10.6937211790
UniRef50_UPI000373482A: hypothetical protein	10.6815766077
UniRef50_UPI000373482A: hypothetical protein|unclassified	10.6815766077
UniRef50_A0A011NM72	10.6703847029
UniRef50_A0A011NM72|unclassified	10.6703847029
UniRef50_H8GTZ8: Beta-lactamase-like protein	10.6569332219
UniRef50_H8GTZ8: Beta-lactamase-like protein|unclassified	10.6569332219
UniRef50_B1MBR1	10.6526145572
UniRef50_B1MBR1|unclassified	10.6526145572
UniRef50_UPI00046FD78A: membrane protein	10.6512528239
UniRef50_UPI00046FD78A: membrane protein|unclassified	10.6512528239
UniRef50_UPI000367D0B9: transporter, partial	10.6226846518
UniRef50_UPI000367D0B9: transporter, partial|unclassified	10.6226846518
UniRef50_UPI00035EC201: hypothetical protein	10.6196883630
UniRef50_UPI00035EC201: hypothetical protein|unclassified	10.6196883630
UniRef50_C9R2F9: Transporter, Drug/Metabolite Exporter family	10.6119461803
UniRef50_C9R2F9: Transporter, Drug/Metabolite Exporter family|unclassified	10.6119461803
UniRef50_UPI0002B447FB: PREDICTED: copper-transporting ATPase 2-like, partial	10.6106568016
UniRef50_UPI0002B447FB: PREDICTED: copper-transporting ATPase 2-like, partial|unclassified	10.6106568016
UniRef50_UPI0003665171: hypothetical protein	10.6068611567
UniRef50_UPI0003665171: hypothetical protein|unclassified	10.6068611567
UniRef50_Q0FXW2	10.6045395876
UniRef50_Q0FXW2|unclassified	10.6045395876
UniRef50_UPI0002485036: RND transporter	10.6017193836
UniRef50_UPI0002485036: RND transporter|unclassified	10.6017193836
UniRef50_C9A5E6	10.5951617038
UniRef50_C9A5E6|unclassified	10.5951617038
UniRef50_UPI00036D44C4: hypothetical protein	10.5911933082
UniRef50_UPI00036D44C4: hypothetical protein|unclassified	10.5911933082
UniRef50_UPI00040CB2EE: hypothetical protein	10.5559269162
UniRef50_UPI00040CB2EE: hypothetical protein|unclassified	10.5559269162
UniRef50_UPI000366304D: hypothetical protein	10.5313028216
UniRef50_UPI000366304D: hypothetical protein|unclassified	10.5313028216
UniRef50_U2ENH3: Cation efflux protein	10.5239849623
UniRef50_U2ENH3: Cation efflux protein|unclassified	10.5239849623
UniRef50_Z2EHH6: HlyD secretion family protein (Fragment)	10.5140327798
UniRef50_Z2EHH6: HlyD secretion family protein (Fragment)|unclassified	10.5140327798
UniRef50_UPI00037F4B63: transporter	10.5043250390
UniRef50_UPI00037F4B63: transporter|unclassified	10.5043250390
UniRef50_UPI00047E3EAF: MerR family transcriptional regulator	10.5039830927
UniRef50_UPI00047E3EAF: MerR family transcriptional regulator|unclassified	10.5039830927
UniRef50_UPI000371E207: hypothetical protein	10.5030355148
UniRef50_UPI000371E207: hypothetical protein|unclassified	10.5030355148
UniRef50_A0LFG7: Beta-lactamase domain protein	10.5018182247
UniRef50_A0LFG7: Beta-lactamase domain protein|unclassified	10.5018182247
UniRef50_Q0VPR8: Heavy metal RND efflux membrane fusion protein,CzcB family	10.4862073327
UniRef50_Q0VPR8: Heavy metal RND efflux membrane fusion protein,CzcB family|unclassified	10.4862073327
UniRef50_U2A5C3	10.4611957214
UniRef50_U2A5C3|unclassified	10.4611957214
UniRef50_UPI0004635FA2: hypothetical protein, partial	10.4383457901
UniRef50_UPI0004635FA2: hypothetical protein, partial|unclassified	10.4383457901
UniRef50_G9XS15	10.4301206287
UniRef50_G9XS15|unclassified	10.4301206287
UniRef50_UPI000416F3EB: RND transporter	10.4277892026
UniRef50_UPI000416F3EB: RND transporter|unclassified	10.4277892026
UniRef50_R6N7J0	10.4265284885
UniRef50_R6N7J0|unclassified	10.4265284885
UniRef50_D6TQD5: Rhodanese domain protein	10.4234278452
UniRef50_D6TQD5: Rhodanese domain protein|unclassified	10.4234278452
UniRef50_UPI0003A2076A: hypothetical protein	10.4200179346
UniRef50_UPI0003A2076A: hypothetical protein|unclassified	10.4200179346
UniRef50_J7W0B5	10.4192104192
UniRef50_J7W0B5|unclassified	10.4192104192
UniRef50_UPI00040EF117: hypothetical protein	10.4166794881
UniRef50_UPI00040EF117: hypothetical protein|unclassified	10.4166794881
UniRef50_UPI0004684A04: permease	10.4100863726
UniRef50_UPI0004684A04: permease|unclassified	10.4100863726
UniRef50_T2LH20: Efflux transporter, RND family, MFP subunit	10.4086424062
UniRef50_T2LH20: Efflux transporter, RND family, MFP subunit|unclassified	10.4086424062
UniRef50_H1QFA9: Cation efflux protein (Fragment)	10.4050144647
UniRef50_H1QFA9: Cation efflux protein (Fragment)|unclassified	10.4050144647
UniRef50_UPI00047BCB42: hypothetical protein	10.4015223680
UniRef50_UPI00047BCB42: hypothetical protein|unclassified	10.4015223680
UniRef50_UPI000475EB72: hypothetical protein	10.3985313768
UniRef50_UPI000475EB72: hypothetical protein|unclassified	10.3985313768
UniRef50_UPI0004770EA3: hypothetical protein	10.3938268630
UniRef50_UPI0004770EA3: hypothetical protein|unclassified	10.3938268630
UniRef50_UPI000471016D: membrane protein	10.3804919449
UniRef50_UPI000471016D: membrane protein|unclassified	10.3804919449
UniRef50_W0XES4: HlyD family secretion protein	10.3432377485
UniRef50_W0XES4: HlyD family secretion protein|unclassified	10.3432377485
UniRef50_E6X074: Metallo-beta-lactamase family protein	10.3402615756
UniRef50_E6X074: Metallo-beta-lactamase family protein|unclassified	10.3402615756
UniRef50_UPI0001850EEF: resistance-nodulation-cell division acriflavin:proton (H+) antiporter	10.3391415242
UniRef50_UPI0001850EEF: resistance-nodulation-cell division acriflavin:proton (H+) antiporter|unclassified	10.3391415242
UniRef50_UPI0003B39323: acriflavin resistance protein, partial	10.3356588587
UniRef50_UPI0003B39323: acriflavin resistance protein, partial|unclassified	10.3356588587
UniRef50_Q31JR9: RND membrane fusion protein	10.3087881790
UniRef50_Q31JR9: RND membrane fusion protein|unclassified	10.3087881790
UniRef50_UPI00035F8564: hypothetical protein	10.2724470131
UniRef50_UPI00035F8564: hypothetical protein|unclassified	10.2724470131
UniRef50_UPI0004773C8B: MerR family transcriptional regulator	10.2524682840
UniRef50_UPI0004773C8B: MerR family transcriptional regulator|unclassified	10.2524682840
UniRef50_UPI000312AFD3: hypothetical protein	10.2150074422
UniRef50_UPI000312AFD3: hypothetical protein|unclassified	10.2150074422
UniRef50_B5JGQ2: Metallo-beta-lactamase superfamily, putative	10.2019628669
UniRef50_B5JGQ2: Metallo-beta-lactamase superfamily, putative|unclassified	10.2019628669
UniRef50_UPI0004663A8C: MULTISPECIES: hypothetical protein	10.1820738909
UniRef50_UPI0004663A8C: MULTISPECIES: hypothetical protein|unclassified	10.1820738909
UniRef50_UPI0003A328BB: HlyD family secretion protein	10.1763506462
UniRef50_UPI0003A328BB: HlyD family secretion protein|unclassified	10.1763506462
UniRef50_UPI000174497F: cobalamin B12-binding domain protein	10.1670395863
UniRef50_UPI000174497F: cobalamin B12-binding domain protein|unclassified	10.1670395863
UniRef50_D6E9K5	10.1598657335
UniRef50_D6E9K5|unclassified	10.1598657335
UniRef50_UPI00046EEDAE: cation diffusion facilitator family transporter	10.1562446818
UniRef50_UPI00046EEDAE: cation diffusion facilitator family transporter|unclassified	10.1562446818
UniRef50_UPI000364222D: hypothetical protein	10.1482195685
UniRef50_UPI000364222D: hypothetical protein|unclassified	10.1482195685
UniRef50_N8WP06	10.1266471825
UniRef50_N8WP06|unclassified	10.1266471825
UniRef50_B5JWN0: Secretion protein HlyD	10.1234426621
UniRef50_B5JWN0: Secretion protein HlyD|unclassified	10.1234426621
UniRef50_A5FFC9	10.0919901026
UniRef50_A5FFC9|unclassified	10.0919901026
UniRef50_UPI0003AA718C: RND transporter	10.0755639747
UniRef50_UPI0003AA718C: RND transporter|unclassified	10.0755639747
UniRef50_UPI00037225F8: hypothetical protein	10.0740444950
UniRef50_UPI00037225F8: hypothetical protein|unclassified	10.0740444950
UniRef50_UPI00023757DD: hypothetical protein	10.0664298138
UniRef50_UPI00023757DD: hypothetical protein|unclassified	10.0664298138
UniRef50_H9KPD7	10.0589348386
UniRef50_H9KPD7|unclassified	10.0589348386
UniRef50_UPI0003B4FB87: membrane protein	10.0586386773
UniRef50_UPI0003B4FB87: membrane protein|unclassified	10.0586386773
UniRef50_UPI00040857C5: hypothetical protein	10.0579660092
UniRef50_UPI00040857C5: hypothetical protein|unclassified	10.0579660092
UniRef50_UPI00042270A4: MerR family transcriptional regulator	10.0540359329
UniRef50_UPI00042270A4: MerR family transcriptional regulator|unclassified	10.0540359329
UniRef50_UPI0003600E62: hypothetical protein	10.0493009904
UniRef50_UPI0003600E62: hypothetical protein|unclassified	10.0493009904
UniRef50_UPI0004790250: hypothetical protein	10.0431827197
UniRef50_UPI0004790250: hypothetical protein|unclassified	10.0431827197
UniRef50_UPI0002C66157: beta-lactamase domain protein	10.0384902186
UniRef50_UPI0002C66157: beta-lactamase domain protein|unclassified	10.0384902186
UniRef50_UPI0004715F55: hypothetical protein, partial	10.0297719630
UniRef50_UPI0004715F55: hypothetical protein, partial|unclassified	10.0297719630
UniRef50_UPI000376CA0F: hypothetical protein	10.0249675246
UniRef50_UPI000376CA0F: hypothetical protein|unclassified	10.0249675246
UniRef50_X8EDY1	10.0149106454
UniRef50_X8EDY1|unclassified	10.0149106454
UniRef50_V4QYY0: Transcriptional regulator	10.0133591384
UniRef50_V4QYY0: Transcriptional regulator|unclassified	10.0133591384
UniRef50_UPI000476D1B0: hypothetical protein	10.0047954535
UniRef50_UPI000476D1B0: hypothetical protein|unclassified	10.0047954535
UniRef50_X6EJY9: XRE family transcriptional regulator	10.0039245016
UniRef50_X6EJY9: XRE family transcriptional regulator|unclassified	10.0039245016
UniRef50_M3V0Q8	10.0000000000
UniRef50_M3V0Q8|unclassified	10.0000000000
UniRef50_K1PVX0: Protein ETHE1, mitochondrial	9.9837315645
UniRef50_K1PVX0: Protein ETHE1, mitochondrial|unclassified	9.9837315645
UniRef50_H5WK15: Membrane-fusion protein	9.9832253067
UniRef50_H5WK15: Membrane-fusion protein|unclassified	9.9832253067
UniRef50_UPI00037B9644: hypothetical protein	9.9641995431
UniRef50_UPI00037B9644: hypothetical protein|unclassified	9.9641995431
UniRef50_UPI000345DF8C: RND transporter	9.9554087248
UniRef50_UPI000345DF8C: RND transporter|unclassified	9.9554087248
UniRef50_R6SYZ4: Efflux transporter RND family MFP subunit	9.9504950495
UniRef50_R6SYZ4: Efflux transporter RND family MFP subunit|unclassified	9.9504950495
UniRef50_UPI000365FB56: hypothetical protein	9.9342161464
UniRef50_UPI000365FB56: hypothetical protein|unclassified	9.9342161464
UniRef50_UPI0002E2D2DA: hypothetical protein	9.9305113306
UniRef50_UPI0002E2D2DA: hypothetical protein|unclassified	9.9305113306
UniRef50_UPI00037E620F: hypothetical protein	9.9189526576
UniRef50_UPI00037E620F: hypothetical protein|unclassified	9.9189526576
UniRef50_UPI00034D21D0: RND transporter	9.9111316458
UniRef50_UPI00034D21D0: RND transporter|unclassified	9.9111316458
UniRef50_UPI00047176C7: MerR family transcriptional regulator	9.9046238917
UniRef50_UPI00047176C7: MerR family transcriptional regulator|unclassified	9.9046238917
UniRef50_K9BJC9	9.8939127455
UniRef50_K9BJC9|unclassified	9.8939127455
UniRef50_UPI0001746622: heavy metal sensor signal transduction histidine kinase	9.8806939417
UniRef50_UPI0001746622: heavy metal sensor signal transduction histidine kinase|unclassified	9.8806939417
UniRef50_A9KIA2: Beta-lactamase domain protein	9.8802570000
UniRef50_A9KIA2: Beta-lactamase domain protein|unclassified	9.8802570000
UniRef50_UPI00036A5D3C: hypothetical protein	9.8798408784
UniRef50_UPI00036A5D3C: hypothetical protein|unclassified	9.8798408784
UniRef50_D3UJF4: Putative copper resistance determinant, CrdC	9.8762259459
UniRef50_D3UJF4: Putative copper resistance determinant, CrdC|unclassified	9.8762259459
UniRef50_B5V5K8: Metallo-beta-lactamase family protein	9.8640955703
UniRef50_B5V5K8: Metallo-beta-lactamase family protein|unclassified	9.8640955703
UniRef50_F9XYR9: Transcriptional regulator, MerR family	9.8628648745
UniRef50_F9XYR9: Transcriptional regulator, MerR family|unclassified	9.8628648745
UniRef50_UPI00031AADCD: hypothetical protein	9.8608487981
UniRef50_UPI00031AADCD: hypothetical protein|unclassified	9.8608487981
UniRef50_K2PS23	9.8524558338
UniRef50_K2PS23|unclassified	9.8524558338
UniRef50_UPI00047A5AE5: hypothetical protein	9.8450097117
UniRef50_UPI00047A5AE5: hypothetical protein|unclassified	9.8450097117
UniRef50_B5JVI7: Biotin/lipoyl attachment domain-containing protein	9.8333682188
UniRef50_B5JVI7: Biotin/lipoyl attachment domain-containing protein|unclassified	9.8333682188
UniRef50_UPI000467DE36: hypothetical protein	9.8315713017
UniRef50_UPI000467DE36: hypothetical protein|unclassified	9.8315713017
UniRef50_UPI0004706066: methyltransferase type 11	9.8184559307
UniRef50_UPI0004706066: methyltransferase type 11|unclassified	9.8184559307
UniRef50_D7VNP5	9.8121485859
UniRef50_D7VNP5|unclassified	9.8121485859
UniRef50_F6GB79	9.8050816141
UniRef50_F6GB79|unclassified	9.8050816141
UniRef50_W8G981: RND transporter	9.8043299577
UniRef50_W8G981: RND transporter|unclassified	9.8043299577
UniRef50_Q46GM1: Hydroxyacylglutathione hydrolase	9.7913264465
UniRef50_Q46GM1: Hydroxyacylglutathione hydrolase|unclassified	9.7913264465
UniRef50_Q31H51: Hydroxyacylglutathione hydrolase	9.7894910218
UniRef50_Q31H51: Hydroxyacylglutathione hydrolase|unclassified	9.7894910218
