# Gene Family	SampleCobalt-zinc-cadmium_resistance_Abundance-CPM
UniRef50_UPI0004729C55: hypothetical protein|unclassified	68.6535
UniRef50_UPI0004798603: hypothetical protein	68.5209
UniRef50_UPI0004798603: hypothetical protein|unclassified	68.5209
UniRef50_UPI0004785793: hypothetical protein	68.3349
UniRef50_UPI0004785793: hypothetical protein|unclassified	68.3349
UniRef50_UPI000479D2B9: membrane protein	68.2133
UniRef50_UPI000479D2B9: membrane protein|unclassified	68.2133
UniRef50_UPI00047DBBE8: hypothetical protein	68.056
UniRef50_UPI00047DBBE8: hypothetical protein|unclassified	68.056
UniRef50_K8Z6U6	67.8914
UniRef50_K8Z6U6|unclassified	67.8914
UniRef50_UPI000300A249: hypothetical protein	67.7709
UniRef50_UPI000300A249: hypothetical protein|unclassified	67.7709
UniRef50_W2D630: HlyD family secretion protein (Fragment)	67.7094
UniRef50_W2D630: HlyD family secretion protein (Fragment)|unclassified	67.7094
UniRef50_F8IJJ1: Beta-lactamase domain protein	67.656
UniRef50_F8IJJ1: Beta-lactamase domain protein|unclassified	67.656
UniRef50_UPI0003B4FC01: multidrug transporter	67.5342
UniRef50_UPI0003B4FC01: multidrug transporter|unclassified	67.5342
UniRef50_V5VZU4	67.498
UniRef50_V5VZU4|unclassified	67.498
UniRef50_UPI000476C3F1: RND transporter	67.4473
UniRef50_UPI000476C3F1: RND transporter|unclassified	67.4473
UniRef50_UPI0003689076: membrane protein, partial	67.4387
UniRef50_UPI0003689076: membrane protein, partial|unclassified	67.4387
UniRef50_O24495: Hydroxyacylglutathione hydrolase 1, mitochondrial	67.429
UniRef50_O24495: Hydroxyacylglutathione hydrolase 1, mitochondrial|unclassified	67.429
UniRef50_UPI000364EC4D: hypothetical protein, partial	67.398
UniRef50_UPI000364EC4D: hypothetical protein, partial|unclassified	67.398
UniRef50_V6DX59	67.3786
UniRef50_V6DX59|unclassified	67.3786
UniRef50_A0YS04	67.3002
UniRef50_A0YS04|unclassified	67.3002
UniRef50_A0A022G0Y1: RND transporter	67.2223
UniRef50_A0A022G0Y1: RND transporter|unclassified	67.2223
UniRef50_UPI00039A2A15: hypothetical protein	67.1918
UniRef50_UPI00039A2A15: hypothetical protein|unclassified	67.1918
UniRef50_C6NTJ6: Acriflavin resistance protein	67.1742
UniRef50_C6NTJ6: Acriflavin resistance protein|unclassified	67.1742
UniRef50_V5W0J8	66.9326
UniRef50_V5W0J8|unclassified	66.9326
UniRef50_S7VQV6: Putative Co/Zn/Cd efflux system membrane fusion protein	66.7431
UniRef50_S7VQV6: Putative Co/Zn/Cd efflux system membrane fusion protein|unclassified	66.7431
UniRef50_UPI00037037BE: hypothetical protein	66.6287
UniRef50_UPI00037037BE: hypothetical protein|unclassified	66.6287
UniRef50_T1CKS7	66.5757
UniRef50_T1CKS7|unclassified	66.5757
UniRef50_UPI00047A8615: RND transporter	66.3786
UniRef50_UPI00047A8615: RND transporter|unclassified	66.3786
UniRef50_E4RXG7	66.3672
UniRef50_E4RXG7|unclassified	66.3672
UniRef50_B7WTP7	66.3142
UniRef50_B7WTP7|unclassified	66.3142
UniRef50_UPI000289A922: cation transporter	66.2724
UniRef50_UPI000289A922: cation transporter|unclassified	66.2724
UniRef50_W7WHZ4: AcrB/AcrD/AcrF family protein	66.2031
UniRef50_W7WHZ4: AcrB/AcrD/AcrF family protein|unclassified	66.2031
UniRef50_F7VJB8	66.0489
UniRef50_F7VJB8|unclassified	66.0489
UniRef50_UPI0003684A3E: hypothetical protein, partial	66.0227
UniRef50_UPI0003684A3E: hypothetical protein, partial|unclassified	66.0227
UniRef50_A0A011Q9J0: Macrolide transporter subunit MacA	65.9785
UniRef50_A0A011Q9J0: Macrolide transporter subunit MacA|unclassified	65.9785
UniRef50_UPI00035DA7CF: hypothetical protein	65.9683
UniRef50_UPI00035DA7CF: hypothetical protein|unclassified	65.9683
UniRef50_UPI000237A09F: hypothetical protein	65.9421
UniRef50_UPI000237A09F: hypothetical protein|unclassified	65.9421
UniRef50_UPI000368F366: hypothetical protein	65.9128
UniRef50_UPI000368F366: hypothetical protein|unclassified	65.9128
UniRef50_UPI000369E335: hypothetical protein	65.8554
UniRef50_UPI000369E335: hypothetical protein|unclassified	65.8554
UniRef50_UPI00031A34AC: hypothetical protein	65.8523
UniRef50_UPI00031A34AC: hypothetical protein|unclassified	65.8523
UniRef50_UPI000477DF8B: pyridine nucleotide-disulfide oxidoreductase, partial	65.7369
UniRef50_UPI000477DF8B: pyridine nucleotide-disulfide oxidoreductase, partial|unclassified	65.7369
UniRef50_UPI000478789E: transporter	65.589
UniRef50_UPI000478789E: transporter|unclassified	65.589
UniRef50_A4J2W5	65.4955
UniRef50_A4J2W5|unclassified	65.4955
UniRef50_UPI00037351B1: MULTISPECIES: RND transporter	65.4896
UniRef50_UPI00037351B1: MULTISPECIES: RND transporter|unclassified	65.4896
UniRef50_W5XCK0	65.4803
UniRef50_W5XCK0|unclassified	65.4803
UniRef50_UPI00036E7DC2: hypothetical protein	65.4731
UniRef50_UPI00036E7DC2: hypothetical protein|unclassified	65.4731
UniRef50_UPI00036764C0: hypothetical protein	65.3717
UniRef50_UPI00036764C0: hypothetical protein|unclassified	65.3717
UniRef50_UPI00036B061E: hypothetical protein	65.2393
UniRef50_UPI00036B061E: hypothetical protein|unclassified	65.2393
UniRef50_G7TKW9: Putative membrane protein	65.2316
UniRef50_G7TKW9: Putative membrane protein|unclassified	65.2316
UniRef50_A0A011U2S5: Efflux transporter, RND family, MFP subunit (Fragment)	65.2269
UniRef50_A0A011U2S5: Efflux transporter, RND family, MFP subunit (Fragment)|unclassified	65.2269
UniRef50_UPI00047D1E83: heat-shock protein HspQ	65.1203
UniRef50_UPI00047D1E83: heat-shock protein HspQ|unclassified	65.1203
UniRef50_I6AAE8: Putative transcriptional regulator, XRE family protein	65.0659
UniRef50_I6AAE8: Putative transcriptional regulator, XRE family protein|unclassified	65.0659
UniRef50_UPI0003F9682D: MULTISPECIES: histidine kinase	64.9773
UniRef50_UPI0003F9682D: MULTISPECIES: histidine kinase|unclassified	64.9773
UniRef50_UPI00046861A6: hypothetical protein	64.9762
UniRef50_UPI00046861A6: hypothetical protein|unclassified	64.9762
UniRef50_T0ZN21: Copper/silver efflux system membrane fusion protein CusB (Fragment)	64.9661
UniRef50_T0ZN21: Copper/silver efflux system membrane fusion protein CusB (Fragment)|unclassified	64.9661
UniRef50_UPI000377564F: hypothetical protein, partial	64.9418
UniRef50_UPI000377564F: hypothetical protein, partial|unclassified	64.9418
UniRef50_UPI00046F5C57: hypothetical protein	64.8788
UniRef50_UPI00046F5C57: hypothetical protein|unclassified	64.8788
UniRef50_UPI0004791074: multidrug transporter	64.8719
UniRef50_UPI0004791074: multidrug transporter|unclassified	64.8719
UniRef50_UPI00037509FC: hypothetical protein	64.8156
UniRef50_UPI00037509FC: hypothetical protein|unclassified	64.8156
UniRef50_UPI0004631CDD: hypothetical protein	64.782
UniRef50_UPI0004631CDD: hypothetical protein|unclassified	64.782
UniRef50_UPI00035F91AB: hypothetical protein	64.7716
UniRef50_UPI00035F91AB: hypothetical protein|unclassified	64.7716
UniRef50_UPI00037D202A: hypothetical protein	64.6475
UniRef50_UPI00037D202A: hypothetical protein|unclassified	64.6475
UniRef50_A5FBW3: Cupin 2, conserved barrel domain protein	64.4943
UniRef50_A5FBW3: Cupin 2, conserved barrel domain protein|unclassified	64.4943
UniRef50_UPI0003B558EE: multidrug transporter	64.3547
UniRef50_UPI0003B558EE: multidrug transporter|unclassified	64.3547
UniRef50_UPI00016A78B3: membrane protein	64.2389
UniRef50_UPI00016A78B3: membrane protein|unclassified	64.2389
UniRef50_UPI00047E1B52: membrane protein	64.2177
UniRef50_UPI00047E1B52: membrane protein|unclassified	64.2177
UniRef50_UPI00047B31FA: MerR family transcriptional regulator	64.2084
UniRef50_UPI00047B31FA: MerR family transcriptional regulator|unclassified	64.2084
UniRef50_UPI00037A1D60: hypothetical protein	64.1896
UniRef50_UPI00037A1D60: hypothetical protein|unclassified	64.1896
UniRef50_UPI0003B3BB4C: membrane protein	63.9162
UniRef50_UPI0003B3BB4C: membrane protein|unclassified	63.9162
UniRef50_R6JN16	63.8876
UniRef50_R6JN16|unclassified	63.8876
UniRef50_L7VZS5: Putative Co/Zn/Cd efflux system membrane fusion protein	63.8863
UniRef50_L7VZS5: Putative Co/Zn/Cd efflux system membrane fusion protein|unclassified	63.8863
UniRef50_A0PZ32: AcrA/AcrE family protein VCA0639, putative	63.8378
UniRef50_A0PZ32: AcrA/AcrE family protein VCA0639, putative|unclassified	63.8378
UniRef50_UPI00046678E3: hypothetical protein	63.7866
UniRef50_UPI00046678E3: hypothetical protein|unclassified	63.7866
UniRef50_UPI00047AAD95: hypothetical protein	63.7341
UniRef50_UPI00047AAD95: hypothetical protein|unclassified	63.7341
UniRef50_UPI000469344A: transcriptional regulator	63.6619
UniRef50_UPI000469344A: transcriptional regulator|unclassified	63.6619
UniRef50_A9IDP4: Putative membrane protein	63.63
UniRef50_A9IDP4: Putative membrane protein|unclassified	63.63
UniRef50_F7ZMG3	63.543
UniRef50_F7ZMG3|unclassified	63.543
UniRef50_D4YW43: Multidrug efflux pump	63.44
UniRef50_D4YW43: Multidrug efflux pump|unclassified	63.44
UniRef50_S2WDN3: Cobalt-zinc-cadmium resistance protein CzcB	63.3099
UniRef50_S2WDN3: Cobalt-zinc-cadmium resistance protein CzcB|unclassified	63.3099
UniRef50_UPI000382D4BE: hypothetical protein	63.304
UniRef50_UPI000382D4BE: hypothetical protein|unclassified	63.304
UniRef50_B0SIF7: Membrane-fusion protein	63.2323
UniRef50_B0SIF7: Membrane-fusion protein|unclassified	63.2323
UniRef50_UPI0003665791: hypothetical protein	63.22
UniRef50_UPI0003665791: hypothetical protein|unclassified	63.22
UniRef50_A8ZTU3: Beta-lactamase domain protein	63.1699
UniRef50_A8ZTU3: Beta-lactamase domain protein|unclassified	63.1699
UniRef50_D1BSL0: Beta-lactamase domain protein	63.0582
UniRef50_D1BSL0: Beta-lactamase domain protein|unclassified	63.0582
UniRef50_A4BI86	62.9951
UniRef50_A4BI86|unclassified	62.9951
UniRef50_UPI0003B477AC: MerR family transcriptional regulator	62.9101
UniRef50_UPI0003B477AC: MerR family transcriptional regulator|unclassified	62.9101
UniRef50_R5SF77	62.8504
UniRef50_R5SF77|unclassified	62.8504
UniRef50_I8R9G0: ATPase, P-type (Transporting), HAD superfamily, subfamily IC (Fragment)	62.7946
UniRef50_I8R9G0: ATPase, P-type (Transporting), HAD superfamily, subfamily IC (Fragment)|unclassified	62.7946
UniRef50_C6STG0	62.7818
UniRef50_C6STG0|unclassified	62.7818
UniRef50_UPI00040D27E2: hypothetical protein	62.7097
UniRef50_UPI00040D27E2: hypothetical protein|unclassified	62.7097
UniRef50_X6Z7Q9	62.6687
UniRef50_X6Z7Q9|unclassified	62.6687
UniRef50_UPI000262C965: Co/Zn/Cd cation transporter	62.6404
UniRef50_UPI000262C965: Co/Zn/Cd cation transporter|unclassified	62.6404
UniRef50_Q7MQ55: Hydroxyacylglutathione hydrolase 1	62.5968
UniRef50_Q7MQ55: Hydroxyacylglutathione hydrolase 1|unclassified	62.5968
UniRef50_UPI0003B3C221: membrane protein	62.5579
UniRef50_UPI0003B3C221: membrane protein|unclassified	62.5579
UniRef50_UPI00046ECD66: hypothetical protein, partial	62.528
UniRef50_UPI00046ECD66: hypothetical protein, partial|unclassified	62.528
UniRef50_UPI000376C8CB: acriflavin resistance protein, partial	62.498
UniRef50_UPI000376C8CB: acriflavin resistance protein, partial|unclassified	62.498
UniRef50_B6IYL7	62.4958
UniRef50_B6IYL7|unclassified	62.4958
UniRef50_A3XU72	62.468
UniRef50_A3XU72|unclassified	62.468
UniRef50_A5G755	62.3038
UniRef50_A5G755|unclassified	62.3038
UniRef50_UPI000464EB3B: hypothetical protein	62.2924
UniRef50_UPI000464EB3B: hypothetical protein|unclassified	62.2924
UniRef50_F0HER2: HTH-type transcriptional regulator AdhR	62.265
UniRef50_F0HER2: HTH-type transcriptional regulator AdhR|unclassified	62.265
UniRef50_B9XZC9	62.2438
UniRef50_B9XZC9|unclassified	62.2438
UniRef50_G2FNG4	62.1545
UniRef50_G2FNG4|unclassified	62.1545
UniRef50_UPI00035F5EE4: hypothetical protein, partial	62.102
UniRef50_UPI00035F5EE4: hypothetical protein, partial|unclassified	62.102
UniRef50_UPI00047EEF56: hypothetical protein	62.0499
UniRef50_UPI00047EEF56: hypothetical protein|unclassified	62.0499
UniRef50_UPI00046A9FF5: hypothetical protein	62.0168
UniRef50_UPI00046A9FF5: hypothetical protein|unclassified	62.0168
UniRef50_D3PE58: Metallo-beta-lactamase family protein	61.9665
UniRef50_D3PE58: Metallo-beta-lactamase family protein|unclassified	61.9665
UniRef50_A5FDA9	61.9176
UniRef50_A5FDA9|unclassified	61.9176
UniRef50_UPI0004691A8C: hypothetical protein	61.8957
UniRef50_UPI0004691A8C: hypothetical protein|unclassified	61.8957
UniRef50_A3ZVA5: MchE protein-like	61.7911
UniRef50_A3ZVA5: MchE protein-like|unclassified	61.7911
UniRef50_R7XVP4: Beta-lactamase domain-containing protein	61.7193
UniRef50_R7XVP4: Beta-lactamase domain-containing protein|unclassified	61.7193
UniRef50_T0NZ01	61.6846
UniRef50_T0NZ01|unclassified	61.6846
UniRef50_E1YJ30	61.4897
UniRef50_E1YJ30|unclassified	61.4897
UniRef50_UPI00046AAE4D: hypothetical protein	61.3621
UniRef50_UPI00046AAE4D: hypothetical protein|unclassified	61.3621
UniRef50_UPI00047815F4: hypothetical protein	61.2774
UniRef50_UPI00047815F4: hypothetical protein|unclassified	61.2774
UniRef50_UPI000309516D: hypothetical protein	61.2322
UniRef50_UPI000309516D: hypothetical protein|unclassified	61.2322
UniRef50_D1A983: Beta-lactamase domain protein	61.1222
UniRef50_D1A983: Beta-lactamase domain protein|unclassified	61.1222
UniRef50_H3WXT6	61.1081
UniRef50_H3WXT6|unclassified	61.1081
UniRef50_A0A011PW55	61.0245
UniRef50_A0A011PW55|unclassified	61.0245
UniRef50_B0TRX7	61.0175
UniRef50_B0TRX7|unclassified	61.0175
UniRef50_UPI0003816CB6: hypothetical protein	61.0027
UniRef50_UPI0003816CB6: hypothetical protein|unclassified	61.0027
UniRef50_UPI0003A2B03E: hypothetical protein	60.9764
UniRef50_UPI0003A2B03E: hypothetical protein|unclassified	60.9764
UniRef50_UPI0003664C1E: hypothetical protein	60.942
UniRef50_UPI0003664C1E: hypothetical protein|unclassified	60.942
UniRef50_V4QWN1: Hydrogenase expression protein HypA	60.9302
UniRef50_V4QWN1: Hydrogenase expression protein HypA|unclassified	60.9302
UniRef50_UPI000373C343: hypothetical protein	60.8638
UniRef50_UPI000373C343: hypothetical protein|unclassified	60.8638
UniRef50_UPI000479D716: hypothetical protein	60.8133
UniRef50_UPI000479D716: hypothetical protein|unclassified	60.8133
UniRef50_A0L2X8: Efflux transporter, RND family, MFP subunit	60.8133
UniRef50_A0L2X8: Efflux transporter, RND family, MFP subunit|unclassified	60.8133
UniRef50_UPI0003011C84: hypothetical protein	60.7937
UniRef50_UPI0003011C84: hypothetical protein|unclassified	60.7937
UniRef50_UPI0004730604: hypothetical protein, partial	60.7917
UniRef50_UPI0004730604: hypothetical protein, partial|unclassified	60.7917
UniRef50_D0LS41: Beta-lactamase domain protein	60.79
UniRef50_D0LS41: Beta-lactamase domain protein|unclassified	60.79
UniRef50_Q21E57: Biotin/lipoyl attachment	60.7818
UniRef50_Q21E57: Biotin/lipoyl attachment|unclassified	60.7818
UniRef50_UPI00047E04EB: beta-lactamase	60.6358
UniRef50_UPI00047E04EB: beta-lactamase|unclassified	60.6358
UniRef50_D3FCS1: Beta-lactamase domain protein	60.6352
UniRef50_D3FCS1: Beta-lactamase domain protein|unclassified	60.6352
UniRef50_UPI0004101095: hypothetical protein	60.6177
UniRef50_UPI0004101095: hypothetical protein|unclassified	60.6177
UniRef50_UPI000370F363: hypothetical protein	60.5468
UniRef50_UPI000370F363: hypothetical protein|unclassified	60.5468
UniRef50_UPI000237C080: zinc transporter ZitB	60.5155
UniRef50_UPI000237C080: zinc transporter ZitB|unclassified	60.5155
UniRef50_C7PAJ5	60.4395
UniRef50_C7PAJ5|unclassified	60.4395
UniRef50_J1KW99	60.4215
UniRef50_J1KW99|unclassified	60.4215
UniRef50_UPI000302E323: Cd(II)/Pb(II)-responsive transcriptional regulator	60.4044
UniRef50_UPI000302E323: Cd(II)/Pb(II)-responsive transcriptional regulator|unclassified	60.4044
UniRef50_UPI00042193BC: RND transporter	60.3857
UniRef50_UPI00042193BC: RND transporter|unclassified	60.3857
UniRef50_B1QPS6: Type I restriction-modification system R subunit	60.2492
UniRef50_B1QPS6: Type I restriction-modification system R subunit|unclassified	60.2492
UniRef50_UPI000374EE8C: hemolysin D, partial	60.1884
UniRef50_UPI000374EE8C: hemolysin D, partial|unclassified	60.1884
UniRef50_F6DRV3	60.1233
UniRef50_F6DRV3|unclassified	60.1233
UniRef50_UPI000346DBF5: hypothetical protein	60.0836
UniRef50_UPI000346DBF5: hypothetical protein|unclassified	60.0836
UniRef50_N7XF52	60.015
UniRef50_N7XF52|unclassified	60.015
UniRef50_UPI0003A6D5E4: Drug/metabolite exporter family	59.9928
UniRef50_UPI0003A6D5E4: Drug/metabolite exporter family|unclassified	59.9928
UniRef50_R7G6W1: Transcriptional regulator MerR family	59.9792
UniRef50_R7G6W1: Transcriptional regulator MerR family|unclassified	59.9792
UniRef50_I7Z7W7: MerR family transcriptional regulator	59.9621
UniRef50_I7Z7W7: MerR family transcriptional regulator|unclassified	59.9621
UniRef50_UPI000393F98F: hypothetical protein	59.958
UniRef50_UPI000393F98F: hypothetical protein|unclassified	59.958
UniRef50_E7C558: Membrane-fusion protein (Fragment)	59.934
UniRef50_E7C558: Membrane-fusion protein (Fragment)|unclassified	59.934
UniRef50_UPI0003B5180E: RND transporter MFP subunit	59.9307
UniRef50_UPI0003B5180E: RND transporter MFP subunit|unclassified	59.9307
UniRef50_W5SP08: Acriflavin resistance periplasmic protein	59.9014
UniRef50_W5SP08: Acriflavin resistance periplasmic protein|unclassified	59.9014
UniRef50_A0M126: Metallo-beta-lactamase/rhodanese-like domain protein	59.8902
UniRef50_A0M126: Metallo-beta-lactamase/rhodanese-like domain protein|unclassified	59.8902
UniRef50_UPI00037CD73F: hypothetical protein	59.7168
UniRef50_UPI00037CD73F: hypothetical protein|unclassified	59.7168
UniRef50_UPI000463BC2D: membrane protein	59.6611
UniRef50_UPI000463BC2D: membrane protein|unclassified	59.6611
UniRef50_UPI000289D591: methyltransferase type 11	59.5367
UniRef50_UPI000289D591: methyltransferase type 11|unclassified	59.5367
UniRef50_UPI00045E80AB: hypothetical protein	59.5357
UniRef50_UPI00045E80AB: hypothetical protein|unclassified	59.5357
UniRef50_T1C5P5	59.3358
UniRef50_T1C5P5|unclassified	59.3358
UniRef50_A3ZX58: Possible membrane fusion protein MtrC	59.3276
UniRef50_A3ZX58: Possible membrane fusion protein MtrC|unclassified	59.3276
UniRef50_UPI00035D3C73: hypothetical protein	59.3274
UniRef50_UPI00035D3C73: hypothetical protein|unclassified	59.3274
UniRef50_UPI00037EE038: hypothetical protein	59.3218
UniRef50_UPI00037EE038: hypothetical protein|unclassified	59.3218
UniRef50_UPI000255AD16: permease	59.2925
UniRef50_UPI000255AD16: permease|unclassified	59.2925
UniRef50_UPI0003626DF5: hypothetical protein	59.2037
UniRef50_UPI0003626DF5: hypothetical protein|unclassified	59.2037
UniRef50_UPI0003017BB8: hypothetical protein	59.1094
UniRef50_UPI0003017BB8: hypothetical protein|unclassified	59.1094
UniRef50_UPI0003B308FA: RND transporter	59.0285
UniRef50_UPI0003B308FA: RND transporter|unclassified	59.0285
UniRef50_A3PR01	59.0138
UniRef50_A3PR01|unclassified	59.0138
UniRef50_X0S8D5: Transcriptional regulator, MerR family	58.8948
UniRef50_X0S8D5: Transcriptional regulator, MerR family|unclassified	58.8948
